0,1,2,3,4,raio,time,7,8,raio,time,11,12,,time,15,16,,time
ret_cvxp_8_14,cvxps_size,3.225146,cutoff-w-sep-10,0.617052312,0.191325389,0.101577,cutoff-w-sep-16,0.694003496,0.215185141,0.1570838,cutoff-w-sep-22,0.904657364,0.280501213,0.2271746,cutoff-w-sep-28,1.079360601,0.334670307,0.2768001
ret_cvxp_8_15,cvxps_size,3.3653135,cutoff-w-sep-10,0.991579845,0.294647095,0.1229552,cutoff-w-sep-16,0.958585069,0.284842725,0.1998647,cutoff-w-sep-22,1.023706337,0.304193454,0.2651237,cutoff-w-sep-28,1.114379951,0.33113704,0.3443982
ret_cvxp_8_2,cvxps_size,1.7089615,cutoff-w-sep-10,0.33341667,0.195098994,0.0857601,cutoff-w-sep-16,0.425833147,0.249176559,0.1412694,cutoff-w-sep-22,0.473834768,0.277264741,0.1920379,cutoff-w-sep-28,0.510999776,0.299011871,0.235801
ret_cvxp_8_21,cvxps_size,4.9502495,cutoff-w-sep-10,1.348224063,0.27235477,0.1074723,cutoff-w-sep-16,1.528587205,0.308789932,0.1652906,cutoff-w-sep-22,1.776155722,0.358801253,0.2295318,cutoff-w-sep-28,1.774241039,0.358414468,0.2932437
ret_cvxp_8_22,cvxps_size,4.6205735,cutoff-w-sep-10,1.109909926,0.240210425,0.1086794,cutoff-w-sep-16,1.039863465,0.225050736,0.1721059,cutoff-w-sep-22,1.350768839,0.292337918,0.2434689,cutoff-w-sep-28,1.527072221,0.330494087,0.2955417
ret_cvxp_8_23,cvxps_size,5.0585615,cutoff-w-sep-10,1.178508893,0.232973127,0.0946902,cutoff-w-sep-16,1.435038709,0.283685136,0.1680141,cutoff-w-sep-22,1.610788924,0.318428257,0.2321164,cutoff-w-sep-28,1.730648387,0.342122634,0.3031064
ret_cvxp_8_24,cvxps_size,5.1361055,cutoff-w-sep-10,1.61982863,0.315380716,0.1190805,cutoff-w-sep-16,1.566239155,0.304946843,0.1887391,cutoff-w-sep-22,1.842186398,0.358673785,0.2491139,cutoff-w-sep-28,1.888257925,0.367643913,0.31075
ret_cvxp_8_25,cvxps_size,4.6926815,cutoff-w-sep-10,1.33147432,0.283734219,0.0997716,cutoff-w-sep-16,1.515722784,0.322997157,0.1584638,cutoff-w-sep-22,1.61133657,0.343372243,0.2260338,cutoff-w-sep-28,1.638415511,0.349142705,0.2820324
ret_cvxp_8_3,cvxps_size,2.2487705,cutoff-w-sep-10,0.421515806,0.187442785,0.1058484,cutoff-w-sep-16,0.811895754,0.361039846,0.1642086,cutoff-w-sep-22,0.950517115,0.422683024,0.2292586,cutoff-w-sep-28,1.073108133,0.47719771,0.3025196
ret_cvxp_8_4,cvxps_size,2.071446,cutoff-w-sep-10,0.642005522,0.309931093,0.1271678,cutoff-w-sep-16,0.883848379,0.426681834,0.2012839,cutoff-w-sep-22,0.797605448,0.385047666,0.2751156,cutoff-w-sep-28,0.969864653,0.468206583,0.3408718
ret_cvxp_8_5,cvxps_size,2.0403575,cutoff-w-sep-10,0.217430139,0.106564726,0.0732794,cutoff-w-sep-16,0.374755123,0.183671304,0.1319248,cutoff-w-sep-22,0.384549274,0.188471517,0.1792369,cutoff-w-sep-28,0.37176533,0.182205976,0.2248137
